# Table format: XY
# axis1_unit = null
# axis2_unit = m
# axis3_unit = m
# axis4_unit = m
# axis5_unit = m
# axis6_unit = m
# axis7_unit = m**3
# axis8_unit = m**2
# axis9_unit = m**2
# axis10_unit = m**2
# axis11_unit = m**2
# axis12_unit = m**2
# axis13_unit = m**2
# axis14_unit = m**2
# S1 wet A : Area of FWD
# S2 wet A : Area of Left
# S3 wet A : Area of AFT
# S4 wet A : Area of Right
# S5 wet A : Area of Top
# S6 wet A : Area of Bottom
#C	COGx        	COGy        	COGz        	hfl/minPt   	hfl/refPt   	vol         	FS area     	S1 wet A    	S2 wet A    	S3 wet A    	S4 wet A    	S5 wet A    	S6 wet A    	zeros
"# Orientation 1 : pitch = -20.0 degree ;   roll = -20.0 degree"														
42	-3.843254E-01	9.122491E-05	-4.059199E-01	0.000000E+00	-4.059332E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 212 : pitch = -18.0 degree ;   roll = 0.0 degree"														
1	5.451019E-08	2.384186E-07	2.493426E-08	7.845454E-01	3.922727E-01	2.500000E-01	0.000000E+00	2.500002E-01	5.000002E-01	2.500002E-01	5.000002E-01	5.000005E-01	5.000005E-01	0.000000E+00
2	-5.177310E-04	2.384186E-07	-5.164195E-04	7.645454E-01	3.722727E-01	2.496600E-01	3.402604E-02	2.500002E-01	4.993196E-01	2.394856E-01	4.993196E-01	4.676398E-01	5.000005E-01	0.000000E+00
3	-1.979148E-03	2.384186E-07	-2.001290E-03	7.445454E-01	3.522727E-01	2.486392E-01	6.805211E-02	2.500002E-01	4.972781E-01	2.289710E-01	4.972781E-01	4.352791E-01	5.000005E-01	0.000000E+00
4	-4.256283E-03	2.384186E-07	-4.368578E-03	7.245454E-01	3.322727E-01	2.469379E-01	1.020782E-01	2.500002E-01	4.938755E-01	2.184564E-01	4.938755E-01	4.029184E-01	5.000005E-01	0.000000E+00
5	-7.231926E-03	2.384186E-07	-7.545238E-03	7.045454E-01	3.122727E-01	2.445561E-01	1.361042E-01	2.500002E-01	4.891118E-01	2.079417E-01	4.891118E-01	3.705577E-01	5.000005E-01	0.000000E+00
6	-1.079679E-02	2.384186E-07	-1.146931E-02	6.845454E-01	2.922727E-01	2.414938E-01	1.701303E-01	2.500002E-01	4.829871E-01	1.974271E-01	4.829871E-01	3.381970E-01	5.000005E-01	0.000000E+00
7	-1.484666E-02	2.384186E-07	-1.608885E-02	6.645454E-01	2.722727E-01	2.377509E-01	2.041564E-01	2.500002E-01	4.755014E-01	1.869125E-01	4.755014E-01	3.058363E-01	5.000005E-01	0.000000E+00
8	-1.927972E-02	2.384186E-07	-2.136112E-02	6.445454E-01	2.522727E-01	2.333275E-01	2.381824E-01	2.500002E-01	4.666546E-01	1.763978E-01	4.666546E-01	2.734755E-01	5.000005E-01	0.000000E+00
9	-2.399380E-02	2.384186E-07	-2.725196E-02	6.245454E-01	2.322727E-01	2.282236E-01	2.722085E-01	2.500002E-01	4.564468E-01	1.658832E-01	4.564468E-01	2.411148E-01	5.000005E-01	0.000000E+00
10	-2.888299E-02	2.384186E-07	-3.373564E-02	6.045454E-01	2.122727E-01	2.224392E-01	3.062346E-01	2.500002E-01	4.448780E-01	1.553686E-01	4.448780E-01	2.087541E-01	5.000005E-01	0.000000E+00
11	-3.383413E-02	2.384186E-07	-4.079503E-02	5.845454E-01	1.922727E-01	2.159742E-01	3.402606E-01	2.500002E-01	4.319481E-01	1.448539E-01	4.319481E-01	1.763934E-01	5.000005E-01	0.000000E+00
12	-3.872201E-02	2.384186E-07	-4.842231E-02	5.645454E-01	1.722727E-01	2.088288E-01	3.742867E-01	2.500002E-01	4.176571E-01	1.343393E-01	4.176572E-01	1.440327E-01	5.000005E-01	0.000000E+00
13	-4.340309E-02	2.384186E-07	-5.662001E-02	5.445454E-01	1.522727E-01	2.010028E-01	4.083127E-01	2.500002E-01	4.020052E-01	1.238247E-01	4.020052E-01	1.116720E-01	5.000005E-01	0.000000E+00
14	-4.770718E-02	2.384186E-07	-6.540329E-02	5.245454E-01	1.322727E-01	1.924962E-01	4.423388E-01	2.500002E-01	3.849922E-01	1.133101E-01	3.849922E-01	7.931131E-02	5.000005E-01	0.000000E+00
15	-5.142531E-02	2.384186E-07	-7.480300E-02	5.045454E-01	1.122727E-01	1.833092E-01	4.763649E-01	2.500002E-01	3.666181E-01	1.027954E-01	3.666181E-01	4.695058E-02	5.000005E-01	0.000000E+00
16	-5.429218E-02	2.384186E-07	-8.487079E-02	4.845454E-01	9.227274E-02	1.734416E-01	5.103909E-01	2.500002E-01	3.468830E-01	9.228078E-02	3.468830E-01	1.458986E-02	5.000005E-01	0.000000E+00
17	-5.627806E-02	2.384186E-07	-9.557906E-02	4.645454E-01	7.227274E-02	1.629962E-01	5.257316E-01	2.442262E-01	3.259921E-01	8.176616E-02	3.259921E-01	0.000000E+00	5.000005E-01	0.000000E+00
18	-5.876357E-02	2.384186E-07	-1.064640E-01	4.445454E-01	5.227274E-02	1.524815E-01	5.257316E-01	2.337115E-01	3.049628E-01	7.125152E-02	3.049628E-01	0.000000E+00	5.000005E-01	0.000000E+00
19	-6.209854E-02	2.384186E-07	-1.174800E-01	4.245454E-01	3.227274E-02	1.419669E-01	5.257316E-01	2.231969E-01	2.839336E-01	6.073689E-02	2.839336E-01	0.000000E+00	5.000005E-01	0.000000E+00
20	-6.648684E-02	2.384186E-07	-1.286586E-01	4.045454E-01	1.227274E-02	1.314523E-01	5.257316E-01	2.126823E-01	2.629043E-01	5.022226E-02	2.629044E-01	0.000000E+00	5.000005E-01	0.000000E+00
21	-7.220316E-02	2.384186E-07	-1.400421E-01	3.845454E-01	-7.727258E-03	1.209376E-01	5.257316E-01	2.021676E-01	2.418751E-01	3.970763E-02	2.418751E-01	0.000000E+00	5.000005E-01	0.000000E+00
22	-7.962692E-02	2.384186E-07	-1.516891E-01	3.645454E-01	-2.772726E-02	1.104230E-01	5.257316E-01	1.916530E-01	2.208458E-01	2.919301E-02	2.208459E-01	0.000000E+00	5.000005E-01	0.000000E+00
23	-8.929721E-02	2.384186E-07	-1.636828E-01	3.445454E-01	-4.772726E-02	9.990838E-02	5.257316E-01	1.811384E-01	1.998166E-01	1.867837E-02	1.998166E-01	0.000000E+00	5.000005E-01	0.000000E+00
24	-1.020067E-01	2.384186E-07	-1.761454E-01	3.245454E-01	-6.772726E-02	8.939375E-02	5.257316E-01	1.706237E-01	1.787873E-01	8.163733E-03	1.787874E-01	0.000000E+00	5.000005E-01	0.000000E+00
25	-1.188268E-01	2.384186E-07	-1.892424E-01	3.045454E-01	-8.772726E-02	7.889613E-02	5.181240E-01	1.601091E-01	1.577921E-01	0.000000E+00	1.577921E-01	0.000000E+00	4.927652E-01	0.000000E+00
26	-1.371786E-01	2.384186E-07	-2.025757E-01	2.845454E-01	-1.077273E-01	6.887391E-02	4.840979E-01	1.495945E-01	1.377477E-01	0.000000E+00	1.377477E-01	0.000000E+00	4.604045E-01	0.000000E+00
27	-1.555303E-01	2.384186E-07	-2.159091E-01	2.645454E-01	-1.277273E-01	5.953222E-02	4.500719E-01	1.390799E-01	1.190643E-01	0.000000E+00	1.190643E-01	0.000000E+00	4.280438E-01	0.000000E+00
28	-1.738821E-01	2.384186E-07	-2.292424E-01	2.445454E-01	-1.477273E-01	5.087102E-02	4.160458E-01	1.285652E-01	1.017420E-01	0.000000E+00	1.017420E-01	0.000000E+00	3.956830E-01	0.000000E+00
29	-1.922339E-01	2.384186E-07	-2.425757E-01	2.245454E-01	-1.677273E-01	4.289038E-02	3.820197E-01	1.180506E-01	8.578068E-02	0.000000E+00	8.578069E-02	0.000000E+00	3.633223E-01	0.000000E+00
30	-2.105856E-01	2.384186E-07	-2.559091E-01	2.045454E-01	-1.877273E-01	3.559025E-02	3.479937E-01	1.075360E-01	7.118043E-02	0.000000E+00	7.118045E-02	0.000000E+00	3.309617E-01	0.000000E+00
31	-2.289374E-01	2.384186E-07	-2.692424E-01	1.845454E-01	-2.077273E-01	2.897062E-02	3.139676E-01	9.702130E-02	5.794119E-02	0.000000E+00	5.794121E-02	0.000000E+00	2.986009E-01	0.000000E+00
32	-2.472892E-01	2.384186E-07	-2.825757E-01	1.645454E-01	-2.277273E-01	2.303154E-02	2.799415E-01	8.650668E-02	4.606303E-02	0.000000E+00	4.606305E-02	0.000000E+00	2.662402E-01	0.000000E+00
33	-2.656409E-01	2.384186E-07	-2.959091E-01	1.445454E-01	-2.477273E-01	1.777297E-02	2.459155E-01	7.599206E-02	3.554591E-02	0.000000E+00	3.554592E-02	0.000000E+00	2.338795E-01	0.000000E+00
34	-2.839927E-01	2.384186E-07	-3.092424E-01	1.245454E-01	-2.677273E-01	1.319492E-02	2.118894E-01	6.547741E-02	2.638980E-02	0.000000E+00	2.638981E-02	0.000000E+00	2.015188E-01	0.000000E+00
35	-3.023444E-01	2.384186E-07	-3.225757E-01	1.045454E-01	-2.877273E-01	9.297392E-03	1.778633E-01	5.496279E-02	1.859477E-02	0.000000E+00	1.859477E-02	0.000000E+00	1.691581E-01	0.000000E+00
36	-3.206962E-01	2.384186E-07	-3.359091E-01	8.454539E-02	-3.077273E-01	6.080389E-03	1.438373E-01	4.444817E-02	1.216076E-02	0.000000E+00	1.216077E-02	0.000000E+00	1.367974E-01	0.000000E+00
37	-3.390480E-01	2.384186E-07	-3.492424E-01	6.454539E-02	-3.277273E-01	3.543899E-03	1.098112E-01	3.393352E-02	7.087790E-03	0.000000E+00	7.087795E-03	0.000000E+00	1.044366E-01	0.000000E+00
38	-3.573997E-01	2.384186E-07	-3.625757E-01	4.454539E-02	-3.477273E-01	1.687938E-03	7.578514E-02	2.341890E-02	3.375871E-03	0.000000E+00	3.375874E-03	0.000000E+00	7.207595E-02	0.000000E+00
39	-3.757515E-01	2.980232E-07	-3.759091E-01	2.454539E-02	-3.677273E-01	5.124964E-04	4.175911E-02	1.290427E-02	1.024991E-03	0.000000E+00	1.024993E-03	0.000000E+00	3.971528E-02	0.000000E+00
40	-3.941032E-01	6.258488E-07	-3.892424E-01	4.545388E-03	-3.877273E-01	1.757492E-05	7.733081E-03	2.389653E-03	3.514964E-05	0.000000E+00	3.514999E-05	0.000000E+00	7.354597E-03	0.000000E+00
41	-3.982557E-01	9.265542E-05	-3.922593E-01	0.000000E+00	-3.922726E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 213 : pitch = -16.0 degree ;   roll = 0.0 degree"														
1	4.836386E-08	2.384186E-07	2.953850E-08	7.562683E-01	3.781342E-01	2.500000E-01	0.000000E+00	2.500002E-01	5.000001E-01	2.500002E-01	5.000001E-01	5.000005E-01	5.000005E-01	0.000000E+00
2	-5.901866E-04	2.384186E-07	-5.515220E-04	7.362683E-01	3.581342E-01	2.496228E-01	3.774161E-02	2.500002E-01	4.992453E-01	2.395972E-01	4.992453E-01	4.637209E-01	5.000005E-01	0.000000E+00
3	-2.242040E-03	2.384186E-07	-2.135247E-03	7.162683E-01	3.381342E-01	2.484906E-01	7.548324E-02	2.500002E-01	4.969808E-01	2.291942E-01	4.969808E-01	4.274413E-01	5.000005E-01	0.000000E+00
4	-4.789334E-03	2.384186E-07	-4.657477E-03	6.962683E-01	3.181342E-01	2.466035E-01	1.132249E-01	2.500002E-01	4.932066E-01	2.187912E-01	4.932066E-01	3.911617E-01	5.000005E-01	0.000000E+00
5	-8.078437E-03	2.384186E-07	-8.039624E-03	6.762683E-01	2.981342E-01	2.439616E-01	1.509665E-01	2.500002E-01	4.879228E-01	2.083882E-01	4.879228E-01	3.548822E-01	5.000005E-01	0.000000E+00
6	-1.196392E-02	2.384186E-07	-1.221633E-02	6.562683E-01	2.781342E-01	2.405649E-01	1.887081E-01	2.500002E-01	4.811293E-01	1.979852E-01	4.811293E-01	3.186026E-01	5.000005E-01	0.000000E+00
7	-1.630427E-02	2.384186E-07	-1.713413E-02	6.362683E-01	2.581342E-01	2.364133E-01	2.264498E-01	2.500002E-01	4.728262E-01	1.875822E-01	4.728262E-01	2.823230E-01	5.000005E-01	0.000000E+00
8	-2.095775E-02	2.384186E-07	-2.275065E-02	6.162683E-01	2.381342E-01	2.315069E-01	2.641914E-01	2.500002E-01	4.630133E-01	1.771792E-01	4.630134E-01	2.460434E-01	5.000005E-01	0.000000E+00
9	-2.577744E-02	2.384186E-07	-2.903396E-02	5.962683E-01	2.181342E-01	2.258456E-01	3.019330E-01	2.500002E-01	4.516909E-01	1.667762E-01	4.516909E-01	2.097638E-01	5.000005E-01	0.000000E+00
10	-3.060577E-02	2.384186E-07	-3.596300E-02	5.762683E-01	1.981342E-01	2.194295E-01	3.396747E-01	2.500002E-01	4.388587E-01	1.563732E-01	4.388587E-01	1.734842E-01	5.000005E-01	0.000000E+00
11	-3.526736E-02	2.384186E-07	-4.352793E-02	5.562683E-01	1.781342E-01	2.122586E-01	3.774163E-01	2.500002E-01	4.245169E-01	1.459702E-01	4.245169E-01	1.372046E-01	5.000005E-01	0.000000E+00
12	-3.955985E-02	2.384186E-07	-5.173180E-02	5.362683E-01	1.581342E-01	2.043329E-01	4.151579E-01	2.500002E-01	4.086654E-01	1.355672E-01	4.086655E-01	1.009251E-01	5.000005E-01	0.000000E+00
13	-4.324112E-02	2.384186E-07	-6.059289E-02	5.162683E-01	1.381342E-01	1.956523E-01	4.528995E-01	2.500002E-01	3.913043E-01	1.251642E-01	3.913043E-01	6.464549E-02	5.000005E-01	0.000000E+00
14	-4.601098E-02	2.384186E-07	-7.014871E-02	4.962683E-01	1.181342E-01	1.862169E-01	4.906412E-01	2.500002E-01	3.724335E-01	1.147612E-01	3.724335E-01	2.836591E-02	5.000005E-01	0.000000E+00
15	-4.753567E-02	2.384186E-07	-8.044407E-02	4.762683E-01	9.813415E-02	1.760446E-01	5.201502E-01	2.477310E-01	3.520889E-01	1.043582E-01	3.520890E-01	0.000000E+00	5.000005E-01	0.000000E+00
16	-4.893393E-02	2.384186E-07	-9.103149E-02	4.562683E-01	7.813415E-02	1.656416E-01	5.201502E-01	2.373280E-01	3.312829E-01	9.395519E-02	3.312830E-01	0.000000E+00	5.000005E-01	0.000000E+00
17	-5.090390E-02	2.384186E-07	-1.016977E-01	4.362683E-01	5.813415E-02	1.552386E-01	5.201502E-01	2.269250E-01	3.104770E-01	8.355219E-02	3.104770E-01	0.000000E+00	5.000005E-01	0.000000E+00
18	-5.356879E-02	2.384186E-07	-1.124595E-01	4.162683E-01	3.813415E-02	1.448356E-01	5.201502E-01	2.165220E-01	2.896710E-01	7.314919E-02	2.896710E-01	0.000000E+00	5.000005E-01	0.000000E+00
19	-5.708991E-02	2.384186E-07	-1.233393E-01	3.962683E-01	1.813415E-02	1.344326E-01	5.201502E-01	2.061190E-01	2.688650E-01	6.274618E-02	2.688650E-01	0.000000E+00	5.000005E-01	0.000000E+00
20	-6.168268E-02	2.384186E-07	-1.343667E-01	3.762683E-01	-1.865848E-03	1.240296E-01	5.201502E-01	1.957160E-01	2.480590E-01	5.234318E-02	2.480590E-01	0.000000E+00	5.000005E-01	0.000000E+00
21	-6.764151E-02	2.384186E-07	-1.455821E-01	3.562683E-01	-2.186585E-02	1.136266E-01	5.201502E-01	1.853130E-01	2.272530E-01	4.194017E-02	2.272530E-01	0.000000E+00	5.000005E-01	0.000000E+00
22	-7.537938E-02	2.384186E-07	-1.570426E-01	3.362683E-01	-4.186585E-02	1.032236E-01	5.201502E-01	1.749100E-01	2.064470E-01	3.153718E-02	2.064470E-01	0.000000E+00	5.000005E-01	0.000000E+00
23	-8.549450E-02	2.384186E-07	-1.688305E-01	3.162683E-01	-6.186585E-02	9.282059E-02	5.201502E-01	1.645070E-01	1.856410E-01	2.113417E-02	1.856410E-01	0.000000E+00	5.000005E-01	0.000000E+00
24	-9.888698E-02	2.384186E-07	-1.810696E-01	2.962683E-01	-8.186585E-02	8.241758E-02	5.201502E-01	1.541040E-01	1.648350E-01	1.073116E-02	1.648350E-01	0.000000E+00	5.000005E-01	0.000000E+00
25	-1.169772E-01	2.384186E-07	-1.939557E-01	2.762683E-01	-1.018658E-01	7.201459E-02	5.201502E-01	1.437010E-01	1.440291E-01	3.281712E-04	1.440291E-01	0.000000E+00	5.000005E-01	0.000000E+00
26	-1.383115E-01	2.384186E-07	-2.072886E-01	2.562683E-01	-1.218658E-01	6.196556E-02	4.835991E-01	1.332980E-01	1.239310E-01	0.000000E+00	1.239310E-01	0.000000E+00	4.648653E-01	0.000000E+00
27	-1.596493E-01	2.384186E-07	-2.206219E-01	2.362683E-01	-1.418658E-01	5.267100E-02	4.458576E-01	1.228950E-01	1.053419E-01	0.000000E+00	1.053419E-01	0.000000E+00	4.285858E-01	0.000000E+00
28	-1.809871E-01	2.384186E-07	-2.339553E-01	2.162683E-01	-1.618658E-01	4.413125E-02	4.081158E-01	1.124920E-01	8.826242E-02	0.000000E+00	8.826244E-02	0.000000E+00	3.923061E-01	0.000000E+00
29	-2.023249E-01	2.384186E-07	-2.472886E-01	1.962683E-01	-1.818658E-01	3.634636E-02	3.703743E-01	1.020890E-01	7.269265E-02	0.000000E+00	7.269266E-02	0.000000E+00	3.560266E-01	0.000000E+00
30	-2.236627E-01	2.384186E-07	-2.606219E-01	1.762683E-01	-2.018658E-01	2.931630E-02	3.326327E-01	9.168598E-02	5.863254E-02	0.000000E+00	5.863255E-02	0.000000E+00	3.197470E-01	0.000000E+00
31	-2.450005E-01	2.384186E-07	-2.739553E-01	1.562683E-01	-2.218658E-01	2.304105E-02	2.948909E-01	8.128296E-02	4.608205E-02	0.000000E+00	4.608206E-02	0.000000E+00	2.834674E-01	0.000000E+00
32	-2.663383E-01	2.384186E-07	-2.872886E-01	1.362683E-01	-2.418658E-01	1.752065E-02	2.571494E-01	7.087997E-02	3.504126E-02	0.000000E+00	3.504128E-02	0.000000E+00	2.471878E-01	0.000000E+00
33	-2.876761E-01	2.384186E-07	-3.006219E-01	1.162683E-01	-2.618658E-01	1.275508E-02	2.194078E-01	6.047697E-02	2.551014E-02	0.000000E+00	2.551015E-02	0.000000E+00	2.109083E-01	0.000000E+00
34	-3.090139E-01	2.384186E-07	-3.139553E-01	9.626827E-02	-2.818658E-01	8.744337E-03	1.816660E-01	5.007395E-02	1.748866E-02	0.000000E+00	1.748866E-02	0.000000E+00	1.746286E-01	0.000000E+00
35	-3.303517E-01	2.384186E-07	-3.272886E-01	7.626827E-02	-3.018658E-01	5.488435E-03	1.439245E-01	3.967095E-02	1.097686E-02	0.000000E+00	1.097686E-02	0.000000E+00	1.383491E-01	0.000000E+00
36	-3.516894E-01	2.384186E-07	-3.406219E-01	5.626827E-02	-3.218658E-01	2.987364E-03	1.061829E-01	2.926796E-02	5.974721E-03	0.000000E+00	5.974726E-03	0.000000E+00	1.020695E-01	0.000000E+00
37	-3.730273E-01	2.682209E-07	-3.539553E-01	3.626827E-02	-3.418658E-01	1.241120E-03	6.844115E-02	1.886494E-02	2.482237E-03	0.000000E+00	2.482240E-03	0.000000E+00	6.578986E-02	0.000000E+00
38	-3.943651E-01	3.278255E-07	-3.672886E-01	1.626827E-02	-3.618658E-01	2.497144E-04	3.069956E-02	8.461944E-03	4.994276E-04	0.000000E+00	4.994290E-04	0.000000E+00	2.951031E-02	0.000000E+00
39	-4.117002E-01	9.372830E-05	-3.781208E-01	0.000000E+00	-3.781341E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 214 : pitch = -14.0 degree ;   roll = 0.0 degree"														
1	2.876500E-08	2.384186E-07	1.819701E-08	7.270698E-01	3.635349E-01	2.500000E-01	0.000000E+00	2.500002E-01	5.000001E-01	2.500002E-01	5.000001E-01	5.000005E-01	5.000005E-01	0.000000E+00
2	-6.820272E-04	2.384186E-07	-5.977568E-04	7.070698E-01	3.435349E-01	2.495742E-01	4.260109E-02	2.500002E-01	4.991481E-01	2.396941E-01	4.991481E-01	4.586648E-01	5.000005E-01	0.000000E+00
3	-2.570243E-03	2.384186E-07	-2.311897E-03	6.870698E-01	3.235349E-01	2.482962E-01	8.520222E-02	2.500002E-01	4.965920E-01	2.293880E-01	4.965920E-01	4.173291E-01	5.000005E-01	0.000000E+00
4	-5.442561E-03	2.384186E-07	-5.039107E-03	6.670698E-01	3.035349E-01	2.461662E-01	1.278033E-01	2.500002E-01	4.923319E-01	2.190818E-01	4.923319E-01	3.759934E-01	5.000005E-01	0.000000E+00
5	-9.091468E-03	2.384186E-07	-8.694571E-03	6.470698E-01	2.835349E-01	2.431841E-01	1.704045E-01	2.500002E-01	4.863678E-01	2.087757E-01	4.863678E-01	3.346577E-01	5.000005E-01	0.000000E+00
6	-1.331717E-02	2.384186E-07	-1.320962E-02	6.270698E-01	2.635349E-01	2.393500E-01	2.130056E-01	2.500002E-01	4.786996E-01	1.984695E-01	4.786996E-01	2.933220E-01	5.000005E-01	0.000000E+00
7	-1.792085E-02	2.384186E-07	-1.853035E-02	6.070698E-01	2.435349E-01	2.346639E-01	2.556067E-01	2.500002E-01	4.693273E-01	1.881634E-01	4.693273E-01	2.519864E-01	5.000005E-01	0.000000E+00
8	-2.269727E-02	2.384186E-07	-2.461676E-02	5.870698E-01	2.235349E-01	2.291257E-01	2.982079E-01	2.500002E-01	4.582510E-01	1.778572E-01	4.582510E-01	2.106507E-01	5.000005E-01	0.000000E+00
9	-2.742639E-02	2.384186E-07	-3.144283E-02	5.670698E-01	2.035349E-01	2.227355E-01	3.408090E-01	2.500002E-01	4.454707E-01	1.675511E-01	4.454707E-01	1.693150E-01	5.000005E-01	0.000000E+00
10	-3.186262E-02	2.384186E-07	-3.899718E-02	5.470698E-01	1.835349E-01	2.154933E-01	3.834101E-01	2.500002E-01	4.309863E-01	1.572449E-01	4.309864E-01	1.279793E-01	5.000005E-01	0.000000E+00
11	-3.572095E-02	2.384186E-07	-4.728488E-02	5.270698E-01	1.635349E-01	2.073991E-01	4.260112E-01	2.500002E-01	4.147979E-01	1.469388E-01	4.147979E-01	8.664359E-02	5.000005E-01	0.000000E+00
12	-3.865734E-02	2.384186E-07	-5.633066E-02	5.070698E-01	1.435349E-01	1.984529E-01	4.686124E-01	2.500002E-01	3.969055E-01	1.366326E-01	3.969055E-01	4.530790E-02	5.000005E-01	0.000000E+00
13	-4.024065E-02	2.384186E-07	-6.618426E-02	4.870698E-01	1.235349E-01	1.886546E-01	5.112135E-01	2.500002E-01	3.773090E-01	1.263265E-01	3.773090E-01	3.972221E-03	5.000005E-01	0.000000E+00
14	-4.094130E-02	2.384186E-07	-7.656522E-02	4.670698E-01	1.035349E-01	1.783524E-01	5.153073E-01	2.406845E-01	3.567046E-01	1.160204E-01	3.567046E-01	0.000000E+00	5.000005E-01	0.000000E+00
15	-4.202196E-02	2.384186E-07	-8.699734E-02	4.470698E-01	8.353494E-02	1.680463E-01	5.153073E-01	2.303783E-01	3.360923E-01	1.057142E-01	3.360923E-01	0.000000E+00	5.000005E-01	0.000000E+00
16	-4.356963E-02	2.384186E-07	-9.748591E-02	4.270698E-01	6.353494E-02	1.577401E-01	5.153073E-01	2.200722E-01	3.154800E-01	9.540806E-02	3.154800E-01	0.000000E+00	5.000005E-01	0.000000E+00
17	-4.568225E-02	2.384186E-07	-1.080428E-01	4.070698E-01	4.353494E-02	1.474340E-01	5.153073E-01	2.097660E-01	2.948677E-01	8.510193E-02	2.948678E-01	0.000000E+00	5.000005E-01	0.000000E+00
18	-4.848719E-02	2.384186E-07	-1.186834E-01	3.870698E-01	2.353494E-02	1.371278E-01	5.153073E-01	1.994599E-01	2.742555E-01	7.479577E-02	2.742555E-01	0.000000E+00	5.000005E-01	0.000000E+00
19	-5.215326E-02	2.384186E-07	-1.294281E-01	3.670698E-01	3.534945E-03	1.268217E-01	5.153073E-01	1.891537E-01	2.536432E-01	6.448962E-02	2.536432E-01	0.000000E+00	5.000005E-01	0.000000E+00
20	-5.690894E-02	2.384186E-07	-1.403045E-01	3.470698E-01	-1.646506E-02	1.165156E-01	5.153073E-01	1.788476E-01	2.330309E-01	5.418349E-02	2.330309E-01	0.000000E+00	5.000005E-01	0.000000E+00
21	-6.307146E-02	2.384186E-07	-1.513511E-01	3.270698E-01	-3.646506E-02	1.062094E-01	5.153073E-01	1.685415E-01	2.124186E-01	4.387734E-02	2.124187E-01	0.000000E+00	5.000005E-01	0.000000E+00
22	-7.109436E-02	2.384186E-07	-1.626225E-01	3.070698E-01	-5.646506E-02	9.590327E-02	5.153073E-01	1.582353E-01	1.918064E-01	3.357120E-02	1.918064E-01	0.000000E+00	5.000005E-01	0.000000E+00
23	-8.164960E-02	2.384186E-07	-1.742002E-01	2.870698E-01	-7.646506E-02	8.559712E-02	5.153073E-01	1.479292E-01	1.711941E-01	2.326505E-02	1.711941E-01	0.000000E+00	5.000005E-01	0.000000E+00
24	-9.577713E-02	2.384186E-07	-1.862097E-01	2.670698E-01	-9.646506E-02	7.529097E-02	5.153073E-01	1.376230E-01	1.505818E-01	1.295890E-02	1.505818E-01	0.000000E+00	5.000005E-01	0.000000E+00
25	-1.151765E-01	2.384186E-07	-1.988567E-01	2.470698E-01	-1.164651E-01	6.498483E-02	5.153073E-01	1.273169E-01	1.299695E-01	2.652768E-03	1.299696E-01	0.000000E+00	5.000005E-01	0.000000E+00
26	-1.399632E-01	2.384186E-07	-2.121550E-01	2.270698E-01	-1.364651E-01	5.491361E-02	4.836715E-01	1.170107E-01	1.098271E-01	0.000000E+00	1.098271E-01	0.000000E+00	4.693044E-01	0.000000E+00
27	-1.650395E-01	2.384186E-07	-2.254883E-01	2.070698E-01	-1.564651E-01	4.566620E-02	4.410705E-01	1.067046E-01	9.133231E-02	0.000000E+00	9.133233E-02	0.000000E+00	4.279688E-01	0.000000E+00
28	-1.901159E-01	2.384186E-07	-2.388217E-01	1.870698E-01	-1.764651E-01	3.727078E-02	3.984692E-01	9.639843E-02	7.454150E-02	0.000000E+00	7.454151E-02	0.000000E+00	3.866330E-01	0.000000E+00
29	-2.151923E-01	2.384186E-07	-2.521550E-01	1.670698E-01	-1.964651E-01	2.972742E-02	3.558682E-01	8.609230E-02	5.945478E-02	0.000000E+00	5.945479E-02	0.000000E+00	3.452973E-01	0.000000E+00
30	-2.402686E-01	2.384186E-07	-2.654883E-01	1.470698E-01	-2.164651E-01	2.303607E-02	3.132671E-01	7.578616E-02	4.607210E-02	0.000000E+00	4.607211E-02	0.000000E+00	3.039617E-01	0.000000E+00
31	-2.653450E-01	2.384186E-07	-2.788217E-01	1.270698E-01	-2.364651E-01	1.719673E-02	2.706659E-01	6.548000E-02	3.439343E-02	0.000000E+00	3.439344E-02	0.000000E+00	2.626259E-01	0.000000E+00
32	-2.904213E-01	2.384186E-07	-2.921550E-01	1.070698E-01	-2.564651E-01	1.220943E-02	2.280648E-01	5.517386E-02	2.441883E-02	0.000000E+00	2.441884E-02	0.000000E+00	2.212903E-01	0.000000E+00
33	-3.154977E-01	2.384186E-07	-3.054883E-01	8.706985E-02	-2.764651E-01	8.074148E-03	1.854637E-01	4.486772E-02	1.614828E-02	0.000000E+00	1.614829E-02	0.000000E+00	1.799546E-01	0.000000E+00
34	-3.405741E-01	2.384186E-07	-3.188217E-01	6.706985E-02	-2.964651E-01	4.790879E-03	1.428625E-01	3.456156E-02	9.581748E-03	0.000000E+00	9.581754E-03	0.000000E+00	1.386188E-01	0.000000E+00
