# Table format: XY
# axis1_unit = null
# axis2_unit = m
# axis3_unit = m
# axis4_unit = m
# axis5_unit = m
# axis6_unit = m
# axis7_unit = m**3
# axis8_unit = m**2
# axis9_unit = m**2
# axis10_unit = m**2
# axis11_unit = m**2
# axis12_unit = m**2
# axis13_unit = m**2
# axis14_unit = m**2
# S1 wet A : Area of FWD
# S2 wet A : Area of Left
# S3 wet A : Area of AFT
# S4 wet A : Area of Right
# S5 wet A : Area of Top
# S6 wet A : Area of Bottom
#C	COGx        	COGy        	COGz        	hfl/minPt   	hfl/refPt   	vol         	FS area     	S1 wet A    	S2 wet A    	S3 wet A    	S4 wet A    	S5 wet A    	S6 wet A    	zeros
"# Orientation 1 : pitch = -20.0 degree ;   roll = -20.0 degree"														
11	3.178928E-02	1.189684E-04	-3.784107E-02	6.008514E-01	2.004257E-01	2.187005E-01	3.263422E-01	1.491550E-01	4.319066E-01	2.500002E-01	4.427384E-01	1.898197E-01	5.000005E-01	0.000000E+00
12	3.671918E-02	7.125485E-05	-4.523577E-02	5.808514E-01	1.804257E-01	2.118332E-01	3.603890E-01	1.386339E-01	4.176070E-01	2.500002E-01	4.295688E-01	1.574590E-01	5.000005E-01	0.000000E+00
13	4.150454E-02	1.725304E-05	-5.319882E-02	5.608514E-01	1.604257E-01	2.042849E-01	3.944358E-01	1.281129E-01	4.019455E-01	2.500002E-01	4.150374E-01	1.250983E-01	5.000005E-01	0.000000E+00
14	4.598729E-02	-4.181516E-05	-6.173990E-02	5.408514E-01	1.404257E-01	1.960558E-01	4.284825E-01	1.175918E-01	3.849221E-01	2.500002E-01	3.991441E-01	9.273761E-02	5.000005E-01	0.000000E+00
15	4.997621E-02	-1.045490E-04	-7.088297E-02	5.208514E-01	1.204257E-01	1.871456E-01	4.625294E-01	1.070708E-01	3.665368E-01	2.500002E-01	3.818889E-01	6.037689E-02	5.000005E-01	0.000000E+00
16	5.323164E-02	-1.694287E-04	-8.067042E-02	5.008514E-01	1.004257E-01	1.775546E-01	4.965762E-01	9.654975E-02	3.467897E-01	2.500002E-01	3.632718E-01	2.801617E-02	5.000005E-01	0.000000E+00
17	5.551163E-02	-2.560641E-04	-9.114619E-02	4.808514E-01	8.042568E-02	1.673052E-01	5.244363E-01	8.602872E-02	3.258861E-01	2.480885E-01	3.432929E-01	1.535761E-03	5.000005E-01	0.000000E+00
18	5.771063E-02	-4.425968E-04	-1.019850E-01	4.608514E-01	6.042568E-02	1.567872E-01	5.260521E-01	7.550768E-02	3.048440E-01	2.380667E-01	3.223044E-01	0.000000E+00	5.000005E-01	0.000000E+00
19	6.068329E-02	-6.076421E-04	-1.129481E-01	4.408514E-01	4.042568E-02	1.462662E-01	5.260521E-01	6.498663E-02	2.838019E-01	2.275457E-01	3.012623E-01	0.000000E+00	5.000005E-01	0.000000E+00
20	6.462036E-02	-7.413353E-04	-1.240604E-01	4.208514E-01	2.042568E-02	1.357451E-01	5.260521E-01	5.446560E-02	2.627599E-01	2.170246E-01	2.802203E-01	0.000000E+00	5.000005E-01	0.000000E+00
21	6.976501E-02	-8.358086E-04	-1.353596E-01	4.008514E-01	4.256802E-04	1.252241E-01	5.260521E-01	4.394456E-02	2.417178E-01	2.065036E-01	2.591782E-01	0.000000E+00	5.000005E-01	0.000000E+00
22	7.644949E-02	-8.802439E-04	-1.468971E-01	3.808514E-01	-1.957432E-02	1.147031E-01	5.260521E-01	3.342353E-02	2.206757E-01	1.959826E-01	2.381362E-01	0.000000E+00	5.000005E-01	0.000000E+00
23	8.514027E-02	-8.595015E-04	-1.587452E-01	3.608514E-01	-3.957432E-02	1.041820E-01	5.260521E-01	2.290248E-02	1.996337E-01	1.854615E-01	2.170941E-01	0.000000E+00	5.000005E-01	0.000000E+00
24	9.651361E-02	-7.516171E-04	-1.710085E-01	3.408514E-01	-5.957432E-02	9.366097E-02	5.260521E-01	1.238144E-02	1.785916E-01	1.749405E-01	1.960520E-01	0.000000E+00	5.000005E-01	0.000000E+00
25	1.115731E-01	-5.283977E-04	-1.838423E-01	3.208514E-01	-7.957432E-02	8.314179E-02	5.248894E-01	2.219706E-03	1.575881E-01	1.644195E-01	1.750100E-01	0.000000E+00	4.988953E-01	0.000000E+00
26	1.296827E-01	-4.189635E-04	-1.971444E-01	3.008514E-01	-9.957432E-02	7.286914E-02	4.980257E-01	0.000000E+00	1.375512E-01	1.538984E-01	1.540814E-01	0.000000E+00	4.733620E-01	0.000000E+00
27	1.480201E-01	-3.172482E-04	-2.104816E-01	2.808514E-01	-1.195743E-01	6.324910E-02	4.639789E-01	0.000000E+00	1.188762E-01	1.433774E-01	1.342763E-01	0.000000E+00	4.410013E-01	0.000000E+00
28	1.663554E-01	-1.606966E-04	-2.238194E-01	2.608514E-01	-1.395743E-01	5.430997E-02	4.299320E-01	0.000000E+00	1.015630E-01	1.328563E-01	1.158330E-01	0.000000E+00	4.086406E-01	0.000000E+00
29	1.846877E-01	6.481755E-05	-2.371579E-01	2.408514E-01	-1.595743E-01	4.605181E-02	3.958853E-01	0.000000E+00	8.561169E-02	1.223353E-01	9.875169E-02	0.000000E+00	3.762799E-01	0.000000E+00
30	2.030164E-01	3.786956E-04	-2.504974E-01	2.208514E-01	-1.795743E-01	3.847458E-02	3.618385E-01	0.000000E+00	7.102227E-02	1.118143E-01	8.303221E-02	0.000000E+00	3.439192E-01	0.000000E+00
31	2.213404E-01	8.084451E-04	-2.638382E-01	2.008514E-01	-1.995743E-01	3.157826E-02	3.277916E-01	0.000000E+00	5.779468E-02	1.012932E-01	6.867456E-02	0.000000E+00	3.115585E-01	0.000000E+00
32	2.396579E-01	1.394240E-03	-2.771808E-01	1.808514E-01	-2.195743E-01	2.536290E-02	2.937449E-01	0.000000E+00	4.592900E-02	9.077217E-02	5.567882E-02	0.000000E+00	2.791978E-01	0.000000E+00
33	2.579664E-01	2.197233E-03	-2.905257E-01	1.608514E-01	-2.395743E-01	1.982848E-02	2.596981E-01	0.000000E+00	3.542519E-02	8.025114E-02	4.404495E-02	0.000000E+00	2.468371E-01	0.000000E+00
34	2.762620E-01	3.315327E-03	-3.038741E-01	1.408514E-01	-2.595743E-01	1.497498E-02	2.256512E-01	0.000000E+00	2.628323E-02	6.973008E-02	3.377292E-02	0.000000E+00	2.144764E-01	0.000000E+00
35	2.945376E-01	4.915473E-03	-3.172279E-01	1.208514E-01	-2.795743E-01	1.080242E-02	1.916045E-01	0.000000E+00	1.850316E-02	5.920905E-02	2.486279E-02	0.000000E+00	1.821157E-01	0.000000E+00
36	3.127805E-01	7.307616E-03	-3.305904E-01	1.008514E-01	-2.995743E-01	7.310804E-03	1.575577E-01	0.000000E+00	1.208496E-02	4.868802E-02	1.731452E-02	0.000000E+00	1.497550E-01	0.000000E+00
37	3.309642E-01	1.113820E-02	-3.439688E-01	8.085144E-02	-3.195743E-01	4.500113E-03	1.235109E-01	0.000000E+00	7.028610E-03	3.816696E-02	1.112811E-02	0.000000E+00	1.173942E-01	0.000000E+00
38	3.490224E-01	1.801195E-02	-3.573809E-01	6.085144E-02	-3.395743E-01	2.370366E-03	8.946409E-02	0.000000E+00	3.334149E-03	2.764593E-02	6.303591E-03	0.000000E+00	8.503357E-02	0.000000E+00
39	3.667355E-01	3.324783E-02	-3.708855E-01	4.085144E-02	-3.595743E-01	9.215529E-04	5.541732E-02	0.000000E+00	1.001556E-03	1.712490E-02	2.840937E-03	0.000000E+00	5.267290E-02	0.000000E+00
40	3.828364E-01	8.757043E-02	-3.848227E-01	2.085144E-02	-3.795743E-01	1.536748E-04	2.137056E-02	0.000000E+00	3.083207E-05	6.603866E-03	7.401517E-04	0.000000E+00	2.031223E-02	0.000000E+00
41	3.951083E-01	2.347217E-01	-3.997872E-01	8.514369E-04	-3.995743E-01	1.055352E-08	3.718369E-05	0.000000E+00	0.000000E+00	1.149039E-05	1.234180E-06	0.000000E+00	3.534225E-05	0.000000E+00
42	3.956129E-01	2.409726E-01	-4.004107E-01	0.000000E+00	-4.004258E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 210 : pitch = 20.0 degree ;   roll = -2.0 degree"														
1	5.898717E-08	2.359184E-07	-2.792257E-08	8.279778E-01	4.139889E-01	2.500000E-01	0.000000E+00	2.500002E-01	5.000001E-01	2.500002E-01	5.000001E-01	5.000005E-01	5.000005E-01	0.000000E+00
2	1.870388E-04	4.613149E-05	-2.009738E-04	8.079778E-01	3.939889E-01	2.498744E-01	1.837074E-02	2.437171E-01	4.993775E-01	2.500002E-01	4.999799E-01	4.827481E-01	5.000005E-01	0.000000E+00
3	1.154422E-03	1.090442E-04	-1.243250E-03	7.879778E-01	3.739889E-01	2.491957E-01	4.950420E-02	2.330688E-01	4.975095E-01	2.500002E-01	4.991329E-01	4.535101E-01	5.000005E-01	0.000000E+00
4	2.907633E-03	1.537775E-04	-3.156496E-03	7.679778E-01	3.539889E-01	2.478943E-01	8.063767E-02	2.224205E-01	4.943961E-01	2.500002E-01	4.970406E-01	4.242720E-01	5.000005E-01	0.000000E+00
5	5.351662E-03	1.822685E-04	-5.867800E-03	7.479778E-01	3.339889E-01	2.459702E-01	1.117711E-01	2.117723E-01	4.900374E-01	2.500002E-01	4.937029E-01	3.950340E-01	5.000005E-01	0.000000E+00
6	8.399844E-03	1.962458E-04	-9.314584E-03	7.279778E-01	3.139889E-01	2.434234E-01	1.429046E-01	2.011240E-01	4.844334E-01	2.500002E-01	4.891199E-01	3.657959E-01	5.000005E-01	0.000000E+00
7	1.197141E-02	1.973187E-04	-1.344336E-02	7.079778E-01	2.939889E-01	2.402540E-01	1.740381E-01	1.904757E-01	4.775841E-01	2.500002E-01	4.832916E-01	3.365578E-01	5.000005E-01	0.000000E+00
8	1.599014E-02	1.868879E-04	-1.820883E-02	6.879778E-01	2.739889E-01	2.364619E-01	2.051715E-01	1.798274E-01	4.694894E-01	2.500002E-01	4.762179E-01	3.073198E-01	5.000005E-01	0.000000E+00
9	2.038240E-02	1.663243E-04	-2.357326E-02	6.679778E-01	2.539889E-01	2.320471E-01	2.363050E-01	1.691792E-01	4.601493E-01	2.500002E-01	4.678989E-01	2.780817E-01	5.000005E-01	0.000000E+00
10	2.507544E-02	1.368796E-04	-2.950600E-02	6.479778E-01	2.339889E-01	2.270097E-01	2.674385E-01	1.585309E-01	4.495640E-01	2.500002E-01	4.583346E-01	2.488436E-01	5.000005E-01	0.000000E+00
11	2.999514E-02	9.983528E-05	-3.598339E-02	6.279778E-01	2.139889E-01	2.213496E-01	2.985719E-01	1.478826E-01	4.377333E-01	2.500002E-01	4.475249E-01	2.196056E-01	5.000005E-01	0.000000E+00
12	3.506428E-02	5.641330E-05	-4.298891E-02	6.079778E-01	1.939889E-01	2.150668E-01	3.297054E-01	1.372343E-01	4.246572E-01	2.500002E-01	4.354698E-01	1.903675E-01	5.000005E-01	0.000000E+00
13	4.019916E-02	7.835511E-06	-5.051357E-02	5.879778E-01	1.739889E-01	2.081614E-01	3.608388E-01	1.265861E-01	4.103358E-01	2.500002E-01	4.221695E-01	1.611294E-01	5.000005E-01	0.000000E+00
14	4.530650E-02	-4.455697E-05	-5.855690E-02	5.679778E-01	1.539889E-01	2.006333E-01	3.919723E-01	1.159378E-01	3.947691E-01	2.500002E-01	4.076238E-01	1.318914E-01	5.000005E-01	0.000000E+00
15	5.027836E-02	-9.930384E-05	-6.712843E-02	5.479778E-01	1.339889E-01	1.924825E-01	4.231058E-01	1.052895E-01	3.779571E-01	2.500002E-01	3.918327E-01	1.026533E-01	5.000005E-01	0.000000E+00
16	5.498582E-02	-1.547958E-04	-7.625004E-02	5.279778E-01	1.139889E-01	1.837090E-01	4.542393E-01	9.464124E-02	3.598996E-01	2.500002E-01	3.747964E-01	7.341522E-02	5.000005E-01	0.000000E+00
17	5.926895E-02	-2.090360E-04	-8.595962E-02	5.079778E-01	9.398886E-02	1.743129E-01	4.853727E-01	8.399298E-02	3.405969E-01	2.500002E-01	3.565147E-01	4.417718E-02	5.000005E-01	0.000000E+00
18	6.292307E-02	-2.596403E-04	-9.631691E-02	4.879778E-01	7.398886E-02	1.642941E-01	5.165062E-01	7.334470E-02	3.200489E-01	2.500002E-01	3.369876E-01	1.493910E-02	5.000005E-01	0.000000E+00
19	6.597632E-02	-3.657962E-04	-1.073132E-01	4.679778E-01	5.398886E-02	1.537446E-01	5.324137E-01	6.269642E-02	2.987587E-01	2.447927E-01	3.162191E-01	0.000000E+00	5.000005E-01	0.000000E+00
20	6.969440E-02	-5.146886E-04	-1.185721E-01	4.479778E-01	3.398886E-02	1.430963E-01	5.324137E-01	5.204816E-02	2.774622E-01	2.341444E-01	2.949226E-01	0.000000E+00	5.000005E-01	0.000000E+00
21	7.459557E-02	-6.277586E-04	-1.300334E-01	4.279778E-01	1.398886E-02	1.324480E-01	5.324137E-01	4.139988E-02	2.561656E-01	2.234961E-01	2.736260E-01	0.000000E+00	5.000005E-01	0.000000E+00
22	8.099014E-02	-6.956185E-04	-1.417502E-01	4.079778E-01	-6.011139E-03	1.217998E-01	5.324137E-01	3.075162E-02	2.348691E-01	2.128479E-01	2.523295E-01	0.000000E+00	5.000005E-01	0.000000E+00
23	8.930725E-02	-7.052745E-04	-1.537960E-01	3.879778E-01	-2.601114E-02	1.111515E-01	5.324137E-01	2.010334E-02	2.135726E-01	2.021996E-01	2.310330E-01	0.000000E+00	5.000005E-01	0.000000E+00
24	1.001580E-01	-6.382192E-04	-1.662753E-01	3.679778E-01	-4.601114E-02	1.005032E-01	5.324137E-01	9.455061E-03	1.922760E-01	1.915513E-01	2.097364E-01	0.000000E+00	5.000005E-01	0.000000E+00
25	1.143106E-01	-5.030061E-04	-1.793189E-01	3.479778E-01	-6.601114E-02	8.987293E-02	5.272403E-01	5.762168E-04	1.711492E-01	1.809030E-01	1.884399E-01	0.000000E+00	4.951420E-01	0.000000E+00
26	1.301659E-01	-4.921282E-04	-1.926509E-01	3.279778E-01	-8.601114E-02	7.960911E-02	4.977916E-01	0.000000E+00	1.511253E-01	1.702548E-01	1.674503E-01	0.000000E+00	4.674861E-01	0.000000E+00
27	1.460451E-01	-4.550542E-04	-2.059873E-01	3.079778E-01	-1.060111E-01	6.996462E-02	4.666581E-01	0.000000E+00	1.323469E-01	1.596065E-01	1.476509E-01	0.000000E+00	4.382481E-01	0.000000E+00
28	1.619229E-01	-3.772999E-04	-2.193242E-01	2.879778E-01	-1.260111E-01	6.094277E-02	4.355246E-01	0.000000E+00	1.148137E-01	1.489582E-01	1.290967E-01	0.000000E+00	4.090099E-01	0.000000E+00
29	1.777986E-01	-2.494479E-04	-2.326616E-01	2.679778E-01	-1.460111E-01	5.254362E-02	4.043912E-01	0.000000E+00	9.852595E-02	1.383099E-01	1.117879E-01	0.000000E+00	3.797719E-01	0.000000E+00
30	1.936720E-01	-5.901110E-05	-2.459998E-01	2.479778E-01	-1.660111E-01	4.476714E-02	3.732577E-01	0.000000E+00	8.348351E-02	1.276617E-01	9.572444E-02	0.000000E+00	3.505339E-01	0.000000E+00
31	2.095424E-01	2.110575E-04	-2.593388E-01	2.279778E-01	-1.860111E-01	3.761331E-02	3.421242E-01	0.000000E+00	6.968636E-02	1.170134E-01	8.090627E-02	0.000000E+00	3.212957E-01	0.000000E+00
32	2.254088E-01	5.846595E-04	-2.726789E-01	2.079778E-01	-2.060111E-01	3.108217E-02	3.109908E-01	0.000000E+00	5.713459E-02	1.063651E-01	6.733349E-02	0.000000E+00	2.920577E-01	0.000000E+00
33	2.412700E-01	1.096246E-03	-2.860205E-01	1.879778E-01	-2.260111E-01	2.517369E-02	2.798573E-01	0.000000E+00	4.582816E-02	9.571685E-02	5.500604E-02	0.000000E+00	2.628197E-01	0.000000E+00
34	2.571240E-01	1.797495E-03	-2.993642E-01	1.679778E-01	-2.460111E-01	1.988787E-02	2.487238E-01	0.000000E+00	3.576703E-02	8.506856E-02	4.392389E-02	0.000000E+00	2.335815E-01	0.000000E+00
35	2.729677E-01	2.769468E-03	-3.127109E-01	1.479778E-01	-2.660111E-01	1.522473E-02	2.175904E-01	0.000000E+00	2.695128E-02	7.442030E-02	3.408712E-02	0.000000E+00	2.043435E-01	0.000000E+00
36	2.887959E-01	4.147080E-03	-3.260620E-01	1.279778E-01	-2.860111E-01	1.118426E-02	1.864569E-01	0.000000E+00	1.938085E-02	6.377203E-02	2.549568E-02	0.000000E+00	1.751055E-01	0.000000E+00
37	3.045996E-01	6.172595E-03	-3.394202E-01	1.079778E-01	-3.060111E-01	7.766452E-03	1.553234E-01	0.000000E+00	1.305575E-02	5.312374E-02	1.814955E-02	0.000000E+00	1.458673E-01	0.000000E+00
38	3.203604E-01	9.328005E-03	-3.527907E-01	8.797780E-02	-3.260111E-01	4.971321E-03	1.241900E-01	0.000000E+00	7.975997E-03	4.247548E-02	1.204879E-02	0.000000E+00	1.166293E-01	0.000000E+00
39	3.360358E-01	1.472717E-02	-3.661858E-01	6.797780E-02	-3.460111E-01	2.798858E-03	9.305654E-02	0.000000E+00	4.141583E-03	3.182721E-02	7.193357E-03	0.000000E+00	8.739127E-02	0.000000E+00
40	3.515020E-01	2.563262E-02	-3.796411E-01	4.797780E-02	-3.660111E-01	1.249063E-03	6.192310E-02	0.000000E+00	1.552503E-03	2.117895E-02	3.583262E-03	0.000000E+00	5.815323E-02	0.000000E+00
41	3.661964E-01	5.685040E-02	-3.933185E-01	2.797780E-02	-3.860111E-01	3.219344E-04	3.078957E-02	0.000000E+00	2.087574E-04	1.053066E-02	1.218497E-03	0.000000E+00	2.891511E-02	0.000000E+00
42	3.773815E-01	1.804183E-01	-4.080056E-01	7.977803E-03	-4.060111E-01	8.033842E-06	3.021066E-03	0.000000E+00	0.000000E+00	1.033266E-03	9.907539E-05	0.000000E+00	2.837144E-03	0.000000E+00
43	3.813993E-01	2.409710E-01	-4.139739E-01	0.000000E+00	-4.139889E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 211 : pitch = -20.0 degree ;   roll = 0.0 degree"														
1	5.477463E-08	2.384186E-07	3.405835E-08	8.118666E-01	4.059333E-01	2.500000E-01	0.000000E+00	2.500002E-01	5.000001E-01	2.500002E-01	5.000001E-01	5.000005E-01	5.000005E-01	0.000000E+00
2	-4.590798E-04	2.384186E-07	-4.892009E-04	7.918666E-01	3.859333E-01	2.496891E-01	3.111448E-02	2.500002E-01	4.993778E-01	2.393585E-01	4.993778E-01	4.707624E-01	5.000005E-01	0.000000E+00
3	-1.763885E-03	2.384186E-07	-1.897510E-03	7.718666E-01	3.659333E-01	2.487557E-01	6.222898E-02	2.500002E-01	4.975110E-01	2.287167E-01	4.975110E-01	4.415244E-01	5.000005E-01	0.000000E+00
4	-3.813778E-03	2.384186E-07	-4.145290E-03	7.518666E-01	3.459333E-01	2.472000E-01	9.334349E-02	2.500002E-01	4.943995E-01	2.180749E-01	4.943995E-01	4.122863E-01	5.000005E-01	0.000000E+00
5	-6.517534E-03	2.384186E-07	-7.164027E-03	7.318666E-01	3.259333E-01	2.450220E-01	1.244580E-01	2.500002E-01	4.900435E-01	2.074331E-01	4.900435E-01	3.830482E-01	5.000005E-01	0.000000E+00
6	-9.791111E-03	2.384186E-07	-1.089507E-02	7.118666E-01	3.059333E-01	2.422216E-01	1.555725E-01	2.500002E-01	4.844429E-01	1.967913E-01	4.844429E-01	3.538102E-01	5.000005E-01	0.000000E+00
7	-1.355598E-02	2.384186E-07	-1.528835E-02	6.918666E-01	2.859333E-01	2.387991E-01	1.866870E-01	2.500002E-01	4.775977E-01	1.861495E-01	4.775977E-01	3.245721E-01	5.000005E-01	0.000000E+00
8	-1.773713E-02	2.384186E-07	-2.030175E-02	6.718666E-01	2.659333E-01	2.347542E-01	2.178015E-01	2.500002E-01	4.695079E-01	1.755077E-01	4.695080E-01	2.953340E-01	5.000005E-01	0.000000E+00
9	-2.226159E-02	2.384186E-07	-2.590051E-02	6.518666E-01	2.459333E-01	2.300870E-01	2.489160E-01	2.500002E-01	4.601736E-01	1.648660E-01	4.601736E-01	2.660960E-01	5.000005E-01	0.000000E+00
10	-2.705631E-02	2.384186E-07	-3.205683E-02	6.318666E-01	2.259333E-01	2.247975E-01	2.800305E-01	2.500002E-01	4.495947E-01	1.542242E-01	4.495947E-01	2.368579E-01	5.000005E-01	0.000000E+00
11	-3.204626E-02	2.384186E-07	-3.874990E-02	6.118666E-01	2.059333E-01	2.188858E-01	3.111450E-01	2.500002E-01	4.377712E-01	1.435824E-01	4.377712E-01	2.076198E-01	5.000005E-01	0.000000E+00
12	-3.715191E-02	2.384186E-07	-4.596620E-02	5.918666E-01	1.859333E-01	2.123517E-01	3.422595E-01	2.500002E-01	4.247031E-01	1.329406E-01	4.247031E-01	1.783817E-01	5.000005E-01	0.000000E+00
13	-4.228622E-02	2.384186E-07	-5.370006E-02	5.718666E-01	1.659333E-01	2.051954E-01	3.733740E-01	2.500002E-01	4.103904E-01	1.222988E-01	4.103905E-01	1.491437E-01	5.000005E-01	0.000000E+00
14	-4.735056E-02	2.384186E-07	-6.195479E-02	5.518666E-01	1.459333E-01	1.974168E-01	4.044885E-01	2.500002E-01	3.948332E-01	1.116570E-01	3.948332E-01	1.199056E-01	5.000005E-01	0.000000E+00
15	-5.222941E-02	2.384186E-07	-7.074454E-02	5.318666E-01	1.259333E-01	1.890158E-01	4.356030E-01	2.500002E-01	3.780314E-01	1.010152E-01	3.780314E-01	9.066753E-02	5.000005E-01	0.000000E+00
16	-5.678258E-02	2.384186E-07	-8.009713E-02	5.118666E-01	1.059333E-01	1.799926E-01	4.667176E-01	2.500002E-01	3.599850E-01	9.037344E-02	3.599850E-01	6.142944E-02	5.000005E-01	0.000000E+00
17	-6.083406E-02	2.384186E-07	-9.005832E-02	4.918666E-01	8.593331E-02	1.703472E-01	4.978320E-01	2.500002E-01	3.406940E-01	7.973166E-02	3.406940E-01	3.219140E-02	5.000005E-01	0.000000E+00
18	-6.415508E-02	2.384186E-07	-1.006989E-01	4.718666E-01	6.593331E-02	1.600794E-01	5.289465E-01	2.500002E-01	3.201584E-01	6.908987E-02	3.201585E-01	2.953317E-03	5.000005E-01	0.000000E+00
19	-6.728432E-02	2.384186E-07	-1.118492E-01	4.518666E-01	4.593331E-02	1.494407E-01	5.320894E-01	2.404334E-01	2.988812E-01	5.844808E-02	2.988812E-01	0.000000E+00	5.000005E-01	0.000000E+00
20	-7.144028E-02	2.384186E-07	-1.231798E-01	4.318666E-01	2.593331E-02	1.387990E-01	5.320894E-01	2.297916E-01	2.775977E-01	4.780630E-02	2.775977E-01	0.000000E+00	5.000005E-01	0.000000E+00
21	-7.689092E-02	2.384186E-07	-1.347313E-01	4.118666E-01	5.933310E-03	1.281572E-01	5.320894E-01	2.191498E-01	2.563141E-01	3.716451E-02	2.563141E-01	0.000000E+00	5.000005E-01	0.000000E+00
22	-8.398793E-02	2.384186E-07	-1.465639E-01	3.918666E-01	-1.406669E-02	1.175154E-01	5.320894E-01	2.085080E-01	2.350306E-01	2.652273E-02	2.350306E-01	0.000000E+00	5.000005E-01	0.000000E+00
23	-9.322316E-02	2.384186E-07	-1.587614E-01	3.718666E-01	-3.406669E-02	1.068736E-01	5.320894E-01	1.978662E-01	2.137470E-01	1.588094E-02	2.137470E-01	0.000000E+00	5.000005E-01	0.000000E+00
24	-1.053059E-01	2.384186E-07	-1.714449E-01	3.518666E-01	-5.406669E-02	9.623180E-02	5.320894E-01	1.872244E-01	1.924634E-01	5.239149E-03	1.924635E-01	0.000000E+00	5.000005E-01	0.000000E+00
25	-1.206725E-01	2.384186E-07	-1.846889E-01	3.318666E-01	-7.406669E-02	8.567022E-02	5.162932E-01	1.765827E-01	1.713403E-01	0.000000E+00	1.713403E-01	0.000000E+00	4.851569E-01	0.000000E+00
26	-1.365625E-01	2.384186E-07	-1.980222E-01	3.118666E-01	-9.406669E-02	7.565550E-02	4.851787E-01	1.659409E-01	1.513109E-01	0.000000E+00	1.513109E-01	0.000000E+00	4.559188E-01	0.000000E+00
27	-1.524526E-01	2.384186E-07	-2.113555E-01	2.918666E-01	-1.140667E-01	6.626308E-02	4.540642E-01	1.552991E-01	1.325260E-01	0.000000E+00	1.325261E-01	0.000000E+00	4.266808E-01	0.000000E+00
28	-1.683427E-01	2.384186E-07	-2.246889E-01	2.718666E-01	-1.340667E-01	5.749292E-02	4.229496E-01	1.446573E-01	1.149857E-01	0.000000E+00	1.149858E-01	0.000000E+00	3.974426E-01	0.000000E+00
29	-1.842327E-01	2.384186E-07	-2.380222E-01	2.518666E-01	-1.540667E-01	4.934508E-02	3.918351E-01	1.340155E-01	9.869008E-02	0.000000E+00	9.869009E-02	0.000000E+00	3.682046E-01	0.000000E+00
30	-2.001227E-01	2.384186E-07	-2.513555E-01	2.318666E-01	-1.740667E-01	4.181953E-02	3.607207E-01	1.233737E-01	8.363899E-02	0.000000E+00	8.363900E-02	0.000000E+00	3.389665E-01	0.000000E+00
31	-2.160128E-01	2.384186E-07	-2.646889E-01	2.118666E-01	-1.940667E-01	3.491625E-02	3.296061E-01	1.127319E-01	6.983244E-02	0.000000E+00	6.983245E-02	0.000000E+00	3.097284E-01	0.000000E+00
32	-2.319028E-01	2.384186E-07	-2.780222E-01	1.918666E-01	-2.140667E-01	2.863528E-02	2.984916E-01	1.020901E-01	5.727050E-02	0.000000E+00	5.727052E-02	0.000000E+00	2.804904E-01	0.000000E+00
33	-2.477929E-01	2.384186E-07	-2.913555E-01	1.718666E-01	-2.340667E-01	2.297660E-02	2.673772E-01	9.144837E-02	4.595315E-02	0.000000E+00	4.595316E-02	0.000000E+00	2.512523E-01	0.000000E+00
34	-2.636829E-01	2.384186E-07	-3.046889E-01	1.518666E-01	-2.540667E-01	1.794019E-02	2.362626E-01	8.080656E-02	3.588034E-02	0.000000E+00	3.588035E-02	0.000000E+00	2.220142E-01	0.000000E+00
35	-2.795730E-01	2.384186E-07	-3.180222E-01	1.318666E-01	-2.740667E-01	1.352609E-02	2.051481E-01	7.016478E-02	2.705215E-02	0.000000E+00	2.705216E-02	0.000000E+00	1.927762E-01	0.000000E+00
36	-2.954630E-01	2.384186E-07	-3.313555E-01	1.118666E-01	-2.940667E-01	9.734273E-03	1.740336E-01	5.952301E-02	1.946853E-02	0.000000E+00	1.946853E-02	0.000000E+00	1.635381E-01	0.000000E+00
37	-3.113531E-01	2.384186E-07	-3.446889E-01	9.186656E-02	-3.140667E-01	6.564739E-03	1.429191E-01	4.888120E-02	1.312946E-02	0.000000E+00	1.312947E-02	0.000000E+00	1.343000E-01	0.000000E+00
38	-3.272431E-01	2.384186E-07	-3.580222E-01	7.186656E-02	-3.340667E-01	4.017505E-03	1.118046E-01	3.823942E-02	8.035001E-03	0.000000E+00	8.035006E-03	0.000000E+00	1.050620E-01	0.000000E+00
39	-3.431332E-01	2.384186E-07	-3.713555E-01	5.186656E-02	-3.540667E-01	2.092560E-03	8.069012E-02	2.759765E-02	4.185114E-03	0.000000E+00	4.185118E-03	0.000000E+00	7.582391E-02	0.000000E+00
40	-3.590232E-01	2.682209E-07	-3.846888E-01	3.186656E-02	-3.740667E-01	7.899033E-04	4.957565E-02	1.695587E-02	1.579804E-03	0.000000E+00	1.579806E-03	0.000000E+00	4.658587E-02	0.000000E+00
41	-3.749133E-01	3.576279E-07	-3.980222E-01	1.186656E-02	-3.940667E-01	1.095346E-04	1.846108E-02	6.314061E-03	2.190686E-04	0.000000E+00	2.190694E-04	0.000000E+00	1.734774E-02	0.000000E+00
